title,authors,overview
Taiwan Art & Civilisation (pageperfect Nook Book),['Hsiu-Huei Wang'],"Taiwan's specific situation in Asia is the source of its thorn past. Situated in the South East of China, Taiwan was at the crossroads of many maritime routes and squeezed between its neighbors, China and Japan. After centuries of foreign occupation, Taiwan has a unique history. Taiwan, Art and Civilization sheds light on Taiwan's beautiful scenery as well as its colorful history in the form of a true initiatory trip. Through magnificent illustrations, Taiwan reveals its secret beauty, its fauna and flora intertwined with its unique architecture. Home of the traditional and the modern, the gorgeous island is also the home of a very dynamic artistic scene. One thus fully grasps why the Portuguese named her Ilha Formosa, beautiful island."
"Change Your Posture, Change Your Life: How The Power Of The Alexander Technique Can Combat Back Pain, Tension And Stress",['Richard Brennan'],"The Alexander Technique is a proven method for breaking down bodily tension to restore natural ease of movement. <i>Change Your Posture, Change Your Life</i> examines every aspect of the technique, from how to release muscle tension to the secret key to good posture. This must-have guide will benefit all age groups and lifestyles: sufferers of muscular-skeletal problems like arthritis, backache, and headaches; parents concerned about their children's posture; anyone involved in sports and exercise; as well as musicians, actors, and health-care professionals."
Art Deco House Styles,['Trevor Yorke'],"The Art Deco period of the 1920s and 1930s swept away the sobriety of the Victorian and Edwardian eras, bringing in homes that were bright, colourful and exciting. Drawing inspiration from ancient Egyptian forms and modern architecture, Art Deco is arguably the most distinctive style of the 20th century and is characterised by streamlined white houses and geometric patterned interiors. The innovative and glamorous designs of the period are still highly sought after by house buyers and home-owners today, and this is the perfect book for those who want to learn more about the artistic influences of these years. Using both his own drawings and colour photographs, Trevor Yorke illustrates the distinctive features and details of genuine Art Deco homes, with chapters on the furnishings and fittings characteristic of Art Deco house interiors, including examples of furniture, wallpapers, fabrics, and details like door handles, hinges and light fittings."
Space,['Andrew Chaikin'],The book covers all the major events of the past five decades of human space exploration.
Cat Manual: The Complete Step-by-step Guide To Understanding And Caring For Your Cat,['Claire Bessant'],"The Cat Manual takes a well-informed but commonsense approach with the aim of helping us to have great relationships with our happy, healthy cats. This brightly presented manual will tell you lots of feline facts you almost certainly didn’t know, leading you to look at your cat with fresh eyes and enjoy it all the more for the insight. Written by an expert author with a wealth of experience, this manual’s fact-packed content, clear writing style and eye-catching color photography makes it the ideal guide for anyone who loves cats and wants to understand them more."
Gently With The Painters,['Alan Hunter'],"The death of a young artist leaves Gently desperately piecing together the portrait of a murderer. When artist Shirley Johnson is murdered and her body dumped outside a provincial police headquarters, Gently is despatched from London to Northshire to take over the investigation. The prime suspect appears to be the woman's husband, a former bomber pilot with a guilty secret, but the other members of the woman's art group also have strong views about her and her controversial final painting - Dark Destroyer. With so many suspects to consider, Gently must get to the bottom of the mystery before the murderer manages to slip through his fingers."
The Fall Of The Russian Monarchy,['Bernard Pares'],"The dramatic tale of the Russian Revolution unfolds from the perspective of its most famous victims: the Romanovs. Witness the final, harrowing days of the royal family through a masterly, vivid, and intimate account written by an acclaimed historian who knew the people and lived through the events firsthand. Among the book's many pleasures: memorable portraits of Witte, Stolypin, Rasputin, and Kerensky, as well as the royals themselves."
Coffee with the Buddha (Coffee with...Series),"['Joan Duncan Oliver', 'Annie Lennox']","The earth trembles. Lions, tigers, and scorpions grow tame. Humans shower one another with kindness. Such marvels herald a wondrous event: Siddhartha Gautama, known as The Buddha. What knowledge would such a sage have to impart? The Way of the Bodhisattva becomes clear as The Buddha speaks here about suffering and the hardships of life (reminding us that help is always near), impermanence, reincarnation, karma, desire, morality, mindfulness, compassion, love, and the body. Joan Duncan Oliver-editorial director of the One Spirit book club and contributor to <i>Tricycle: The Buddhist Review</i>-conducts the 'interview,' while singer/composer Annie Lennox, a practicing Buddhist, provides the enlightening preface. <br>"
The Iran-iraq War 1980-1988 (essential Histories),['Efraim Karsh'],"The Iran-Iraq War, which ended in August 1988, one month short of its eighth anniversary, was one of the longest, bloodiest and costliest Third World armed conflicts in the twentieth century. Professor Karsh addresses the causes of the Iran-Iraq War, unpacking the objectives of the two belligerents and examining how far objectives were matched by strategy. He assesses the war's military lessons regarding such key areas as strategy, tactics and escalation and in particular the use of non-conventional weapons, Finally, he examines the utility of armed force as an instrument of foreign policy."
Cowboy And The Captive,['Lora Leigh'],"The owner of the ancient Irish Torque will always be an Irish lass. The wearer, the lover of her heart and soul.<br>
<br>
It's Angel Manning's legacy and has sparked dreams of an unknown lover who would fill her nights with heat, her heart with joy.<br>
<br>
But when her father sells the Torque to Jack Riley against her wishes, destiny and fate are put in motion. She'll get it back if she has to steal it. But Jack catches her, and he's not giving it up without a fight."
Renaissance Art (pageperfect Nook Book),['Victoria Charles'],"The Renaissance began at the end of the 14th century in Italy and had extended across the whole of Europe by the second half of the 16th century. The rediscovery of the splendour of ancient Greece and Rome marked the beginning of the rebirth of the arts following the break-down of the dogmatic certitude of the Middle Ages. A number of artists began to innovate in the domains of painting, sculpture, and architecture. Depicting the ideal and the actual, the sacred and the profane, the period provided a frame of reference which influenced European art over the next four centuries.<br>
Leonardo da Vinci, Michelangelo, Botticelli, Fra Angelico, Giorgione, Mantegna, Raphael, Dürer and Bruegel are among the artists who made considerable contributions to the art of the Renaissance."
