,id,origin,title,author,description,full_entry
1396,1396,Canadian,Dating the Best Man,Gail Sattler,"Could Cory Bellanger Be More Than a Friend?&nbsp;The tall, dark and handsome forest ranger has a way of making Daphne Carruthers feel safe. Her brother's buddy is ...","Dating the Best Man by Gail Sattler: Could Cory Bellanger Be More Than a Friend?&nbsp;The tall, dark and handsome forest ranger has a way of making Daphne Carruthers feel safe. Her brother's buddy is ..."
1397,1397,Canadian,Datura,LM DeWalt,"After nearly a century of wandering the globe alone, Lily finally has everything she never knew she wanted, family, friends, and most of all, their love. As ...","Datura by LM DeWalt: After nearly a century of wandering the globe alone, Lily finally has everything she never knew she wanted, family, friends, and most of all, their love. As ..."
1398,1398,Canadian,Daughters of Silence,Rebecca Fisseha,"Strong female voice, a clear-eyed narrator examining self and family.Ash from the Eyjafjallajökull volcano fills the skies. Flights are grounded throughout ...","Daughters of Silence by Rebecca Fisseha: Strong female voice, a clear-eyed narrator examining self and family.Ash from the Eyjafjallajökull volcano fills the skies. Flights are grounded throughout ..."
1399,1399,Canadian,Daughters of Smoke and Fire,Ava Homa,"The unforgettable, haunting story of a young woman’s perilous fight for freedom and justice for her brother, in the first novel published in English by a ...","Daughters of Smoke and Fire by Ava Homa: The unforgettable, haunting story of a young woman’s perilous fight for freedom and justice for her brother, in the first novel published in English by a ..."
1400,1400,Canadian,Daughters Who Walk This Path,Yejide Kilanko,"Spirited and intelligent, Morayo grows up surrounded by school friends and family in busy, modern-day Ibadan, Nigeria. An adoring little sister, their ...","Daughters Who Walk This Path by Yejide Kilanko: Spirited and intelligent, Morayo grows up surrounded by school friends and family in busy, modern-day Ibadan, Nigeria. An adoring little sister, their ..."
1401,1401,Canadian,Daughters Who Walk This Path (us Edition),Yejide Kilanko,"SPIRITED AND INTELLIGENT, MORAYO grows up surrounded by school friends and family in busy, modern-day Ibadan. An adoring little sister, their traditional ...","Daughters Who Walk This Path (us Edition) by Yejide Kilanko: SPIRITED AND INTELLIGENT, MORAYO grows up surrounded by school friends and family in busy, modern-day Ibadan. An adoring little sister, their traditional ..."
1402,1402,Canadian,Dave Cooks the Turkey,Stuart McLean,"Hapless Dave is at it again, promising his beloved wife Morley that he will take care of the Christmas turkey while she takes the kids to work at the food ...","Dave Cooks the Turkey by Stuart McLean: Hapless Dave is at it again, promising his beloved wife Morley that he will take care of the Christmas turkey while she takes the kids to work at the food ..."
1403,1403,Canadian,David,Ray Robertson,"&quot;God and whiskey have got me where I am. Too little of the one, too much of the other.&quot; – David King, Chatham, Canada, 1895. Born a slave in 1847, but raised ...","David by Ray Robertson: &quot;God and whiskey have got me where I am. Too little of the one, too much of the other.&quot; – David King, Chatham, Canada, 1895. Born a slave in 1847, but raised ..."
1404,1404,Canadian,David Foster Wallace Ruined My Suicide and other stories,D. D. Miller,"The protagonists of Miller's stories tend to be slackers, self-centered underdogs, or victims of fate. They have difficulty relating to others and holding on ...","David Foster Wallace Ruined My Suicide and other stories by D. D. Miller: The protagonists of Miller's stories tend to be slackers, self-centered underdogs, or victims of fate. They have difficulty relating to others and holding on ..."
1405,1405,Canadian,Dawning of a New Garden,Tara Nanayakkara,"Confronted with the task of re-inventing her life, young widow Priya grieves by researching spiritualism for a new age magazine and spending time in the garden ...","Dawning of a New Garden by Tara Nanayakkara: Confronted with the task of re-inventing her life, young widow Priya grieves by researching spiritualism for a new age magazine and spending time in the garden ..."
1406,1406,Canadian,Daydreams Of Angels,Heather O'Neill,"Heather O'Neill's distinctive style and voice fill these charming, sometimes dark, always beguiling stories.From &quot;The Robot Baby,&quot; in which we discover what ...","Daydreams Of Angels by Heather O'Neill: Heather O'Neill's distinctive style and voice fill these charming, sometimes dark, always beguiling stories.From &quot;The Robot Baby,&quot; in which we discover what ..."
1407,1407,Canadian,Day of the Dead,Catherine Owen,"THE DAY OF THE DEAD: SLIVER FICTIONS, SHORT STORIES and AN HOMAGE is a series of collisions between genders in the realms of sexuality, relationships, art and ...","Day of the Dead by Catherine Owen: THE DAY OF THE DEAD: SLIVER FICTIONS, SHORT STORIES and AN HOMAGE is a series of collisions between genders in the realms of sexuality, relationships, art and ..."
1408,1408,Canadian,Days by Moonlight,André Alexis,"Almost a year to the date of his parents' death, botanist Alfred Homer, ever hopeful and constantly surprised, is invited on a road trip by his parents' friend ...","Days by Moonlight by André Alexis: Almost a year to the date of his parents' death, botanist Alfred Homer, ever hopeful and constantly surprised, is invited on a road trip by his parents' friend ..."
1409,1409,Canadian,Days by Moonlight: Signed Copy 8 Pack,André Alexis,"This is item is a carton of 8 books. All Signed by the author. Almost a year to the date of his parents? death, botanist Alfred Homer, ever hopeful and ...","Days by Moonlight: Signed Copy 8 Pack by André Alexis: This is item is a carton of 8 books. All Signed by the author. Almost a year to the date of his parents? death, botanist Alfred Homer, ever hopeful and ..."
1410,1410,Canadian,Days of Moonlight,Loren Edizel,"Upon receiving a letter and a package of journals from a dying Mehtap, her mother Nuray's close friend in Turkey, a young Toronto woman immerses herself in the ...","Days of Moonlight by Loren Edizel: Upon receiving a letter and a package of journals from a dying Mehtap, her mother Nuray's close friend in Turkey, a young Toronto woman immerses herself in the ..."
1411,1411,Canadian,Day The Rebels Came To Town,Robert Hough,"The year is 1920, and all of Mexico is at war with itself. Gangs of rebels roam the country, stealing money, food, and horses. Carlos is twenty-eight years ...","Day The Rebels Came To Town by Robert Hough: The year is 1920, and all of Mexico is at war with itself. Gangs of rebels roam the country, stealing money, food, and horses. Carlos is twenty-eight years ..."
1412,1412,Canadian,Dazzle Patterns,Alison Watt,"Beginning the day of the devastating Halifax Explosion of 1917, Dazzle Patterns is an unforgettable story about loss, the resilience of the human spirit, and ...","Dazzle Patterns by Alison Watt: Beginning the day of the devastating Halifax Explosion of 1917, Dazzle Patterns is an unforgettable story about loss, the resilience of the human spirit, and ..."
1413,1413,Canadian,Dead Air,Scott Overton,"When radio morning host Lee Garrett finds a death threat on his control console, he shrugs it off as a prank--until a series of minor harassments turns into a ...","Dead Air by Scott Overton: When radio morning host Lee Garrett finds a death threat on his control console, he shrugs it off as a prank--until a series of minor harassments turns into a ..."
1414,1414,Canadian,Dead and Buried,Howard Engel,Benny Cooperman is sure that toxic waste isn’t something you should spend too much time thinking about—it just isn’t good for your mental health. But ...,Dead and Buried by Howard Engel: Benny Cooperman is sure that toxic waste isn’t something you should spend too much time thinking about—it just isn’t good for your mental health. But ...
1415,1415,Canadian,Dead Biker,Jerry Langton,"Sometimes, you make bad choices. Sometimes, bad choices are made for you. Dead Biker is a disturbing story about immense power and indiscriminate brutality, ...","Dead Biker by Jerry Langton: Sometimes, you make bad choices. Sometimes, bad choices are made for you. Dead Biker is a disturbing story about immense power and indiscriminate brutality, ..."
1416,1416,Canadian,Dead Brilliant,Christopher Ward,"Dying is the best way to revive your musical career … even if you’re not really dead. It’s all slipping away from Roc Molotov – his band, his ...","Dead Brilliant by Christopher Ward: Dying is the best way to revive your musical career … even if you’re not really dead. It’s all slipping away from Roc Molotov – his band, his ..."
1417,1417,Canadian,Dead Celebrities Club,Susan Swan,"Dale Paul is a witty, self-absorbed rogue and the hedge fund whale. He enjoys a life of self-delusion that allows him to gamble other people’s money for his ...","Dead Celebrities Club by Susan Swan: Dale Paul is a witty, self-absorbed rogue and the hedge fund whale. He enjoys a life of self-delusion that allows him to gamble other people’s money for his ..."
1418,1418,Canadian,Dead Ends,Don Easton,"Undercover operative Jack Taggart is hurled into a world where morality, justice, and the legal system are pitted against one another.Taggart investigates the ...","Dead Ends by Don Easton: Undercover operative Jack Taggart is hurled into a world where morality, justice, and the legal system are pitted against one another.Taggart investigates the ..."
1419,1419,Canadian,Dead Flowers,Alex Laidlaw,An anonymous writer stays up late into the night penning personal and inappropriate letters to a local public official. A new father and cook at a Montreal ...,Dead Flowers by Alex Laidlaw: An anonymous writer stays up late into the night penning personal and inappropriate letters to a local public official. A new father and cook at a Montreal ...
1420,1420,Canadian,Dead Girl Diaries,Marianne Paul,"When a young university student is assigned the task of writing her obituary by her journalism professor, she procrastinates. Who wants to think about their ...","Dead Girl Diaries by Marianne Paul: When a young university student is assigned the task of writing her obituary by her journalism professor, she procrastinates. Who wants to think about their ..."
1421,1421,Canadian,Dead Ground in Between,Maureen Jennings,"From Canada's premier author of historical mysteries, Maureen Jennings, comes the haunting fourth novel in the DI Tom Tyler series. Set in Britain during the ...","Dead Ground in Between by Maureen Jennings: From Canada's premier author of historical mysteries, Maureen Jennings, comes the haunting fourth novel in the DI Tom Tyler series. Set in Britain during the ..."
1422,1422,Canadian,Dead Heat,Benedek Totth,"“Let’s say it up front: reading Dead Heat, the Hungarian writer Benedek Totth’s first novel, is a shock ... [like] the cry of love and desperation flung ...","Dead Heat by Benedek Totth: “Let’s say it up front: reading Dead Heat, the Hungarian writer Benedek Totth’s first novel, is a shock ... [like] the cry of love and desperation flung ..."
